#TE_family	subclass	superfamily	count	idn	sd	indels	tsd	length	frag	nest
Os1744#MITE/Tourist	MITE/Tourist	MITE	83	93	11	9	2,10	136	83	0
Os1833#MITE/Tourist	MITE/Tourist	MITE	23	86	8	8	2,10	272	92	0
Os1897#MITE/Tourist	MITE/Tourist	MITE	100	83	9	14	2,10	289	94	0
Os1928#MITE/Tourist	MITE/Tourist	MITE	87	95	7	5	2,10	309	90	0
Os1965#MITE/Tourist	MITE/Tourist	MITE	39	86	3	13	2,10	200	84	0
Os1982#MITE/Tourist	MITE/Tourist	MITE	87	87	20	16	2,10	315	89	0
Os2012#MITE/Tourist	MITE/Tourist	MITE	91	90	4	8	2,10	228	91	0
Os2023#MITE/Tourist	MITE/Tourist	MITE	68	85	13	19	2,10	309	98	0
Os2058#MITE/Tourist	MITE/Tourist	MITE	96	81	2	20	2,10	313	84	0
Os2212#MITE/Tourist	MITE/Tourist	MITE	25	87	13	19	2,10	330	81	0
Os2236#MITE/Tourist	MITE/Tourist	MITE	6	93	19	18	2,10	303	85	0
Os2288#MITE/Tourist	MITE/Tourist	MITE	10	83	10	8	2,10	319	98	0
Os2337#MITE/Tourist	MITE/Tourist	MITE	92	88	19	16	2,10	348	96	0
Os2362#MITE/Tourist	MITE/Tourist	MITE	81	92	3	10	2,10	120	93	0
Os2477#MITE/Tourist	MITE/Tourist	MITE	81	83	17	17	2,10	195	95	0
Os2534#MITE/Tourist	MITE/Tourist	MITE	50	82	15	20	2,10	281	97	0
Os2616#MITE/Tourist	MITE/Tourist	MITE	28	95	5	9	2,10	330	96	0
Os2670#MITE/Tourist	MITE/Tourist	MITE	78	92	4	10	2,10	359	85	0
Os2859#MITE/Tourist	MITE/Tourist	MITE	34	87	14	13	2,10	199	83	0
Os2879#MITE/Tourist	MITE/Tourist	MITE	85	88	12	17	2,10	132	81	0
Os2974#MITE/Tourist	MITE/Tourist	MITE	46	81	9	7	2,10	451	97	0
Os3002#MITE/Tourist	MITE/Tourist	MITE	100	85	13	7	2,10	208	85	0
Os3269#MITE/Tourist	MITE/Tourist	MITE	17	83	3	20	2,10	282	86	0
Os3270#MITE/Tourist	MITE/Tourist	MITE	63	94	2	9	2,10	174	90	0
Os3271#MITE/Tourist	MITE/Tourist	MITE	55	86	11	10	2,10	130	95	0
Os3272#MITE/Tourist	MITE/Tourist	MITE	96	84	3	14	2,10	377	97	0
Os3346#MITE/Tourist	MITE/Tourist	MITE	71	85	1	8	2,10	298	98	0
Os3351#MITE/Tourist	MITE/Tourist	MITE	57	82	20	18	2,10	325	91	0
Os3588#MITE/Tourist	MITE/Tourist	MITE	51	84	14	7	2,10	289	91	0
Os3589#MITE/Tourist	MITE/Tourist	MITE	13	83	2	12	2,10	334	89	0
